TGSC ID,Tags
1006712,"{'sweet', 'estry', 'ripe', 'banana', 'fruity'}"
1006751,"{'green', 'apricot', 'banana', 'fruity', 'pear'}"
1006752,"{'green', 'apricot', 'banana', 'fruity', 'pear'}"
1006752,"{'estery', 'apple', 'sweet', 'tutti frutti', 'tropical', 'green', 'melon', 'fruity'}"
1006771,"{'floral', 'orchid', 'metallic', 'herbal', 'woody'}"
1006772,"{'floral', 'orchid', 'metallic', 'herbal', 'woody'}"
1006791,"{'sweet', 'camphor', 'herbal', 'balsam', 'woody'}"
1006792,"{'sweet', 'herbal', 'balsamic', 'camphoreous', 'woody'}"
1006792,"{'soapy', 'sweet', 'herbal', 'balsamic', 'citrus', 'camphoreous', 'woody'}"
1006801,"{'fresh', 'pineapple', 'green', 'waxy', 'natural', 'melon', 'fruity', 'apple skin'}"
1006801,"{'green', 'waxy', 'fatty', 'melon', 'fruity'}"
1006811,"{'floral', 'sweet', 'chocolate', 'honey', 'amber'}"
1006811,"{'floral', 'sweet', 'waxy', 'chocolate', 'cocoa', 'honey', 'fruity'}"
1006831,"{'fresh', 'floral', 'aldehydic', 'pungent'}"
1006851,"{'earthy', 'oakmoss', 'vetiver', 'animal', 'leathery', 'castoreum'}"
1006861,"{'spicy', 'berry', 'camphoreous', 'sawdust', 'seedy', 'woody'}"
1006861,"{'spicy', 'berry', 'camphoreous', 'sawdust', 'seedy', 'woody'}"
1006881,"{'dihydrojasmonate', 'jasmin', 'herbal', 'waxy', 'methyl', 'fruity'}"
1006891,"{'clover', 'floral', 'herbal', 'orchid'}"
1006892,"{'clover', 'floral', 'herbal', 'orchid'}"
1006892,"{'spicy', 'floral', 'sweet', 'wintergreen', 'cooling'}"
1006901,"{'spicy', 'floral', 'green', 'herbal', 'carnation', 'woody'}"
1006911,"{'spicy', 'floral', 'sweet', 'carnation', 'clove', 'allspice', 'woody'}"
1006911,"{'spicy', 'clove', 'woody', 'sweet'}"
1006931,"{'berry', 'minty', 'mentholic', 'tea', 'cooling', 'fruity'}"
1006951,"{'fresh', 'floral', 'jasmin', 'sweet', 'celery', 'herbal', 'waxy', 'dry', 'woody'}"
1006961,"{'floral', 'rose', 'sweet', 'currant bud black currant bud', 'natural', 'tobacco', 'fruity', 'petal'}"
1006961,"{'floral', 'minty', 'sweet', 'herbal', 'brown', 'fruity', 'woody'}"
1006971,"{'floral', 'sweet', 'ripe', 'rummy', 'candy', 'fruity'}"
1006981,"{'earthy', 'patchouli', 'herbal', 'camphoreous', 'woody'}"
1006991,"{'floral', 'rose', 'sweet', 'waxy', 'citrus', 'fruity'}"
1006992,"{'floral', 'rose', 'sweet', 'waxy', 'citrus', 'fruity'}"
1006992,"{'citronella', 'floral', 'rose', 'sweet', 'citrus', 'fruity'}"
1007001,"{'fresh', 'fruity', 'pineapple'}"
1007011,"{'incense', 'earthy', 'patchouli', 'tobacco', 'dry', 'cedar', 'woody'}"
1007021,"{'sweet', 'tomato', 'sulfurous', 'onion', 'garlic', 'vegetable'}"
1007021,"{'tomato', 'rooty', 'sulfurous', 'pungent', 'horseradish', 'onion', 'garlic', 'vegetable'}"
1007031,"{'floral', 'rose', 'waxy', 'bud', 'citrus', 'leather'}"
1007032,"{'floral', 'rose', 'waxy', 'citrus', 'leathery'}"
1007032,"{'floral', 'rose', 'sweet', 'green', 'citrus', 'fatty', 'terpenic'}"
1007041,"{'tutti frutti', 'pineapple', 'apple', 'sweet', 'fruity'}"
1007041,"{'orange', 'estery', 'apple', 'pineapple', 'sweet', 'green', 'sharp', 'fruity'}"
1007071,"{'violet', 'green', 'cucumber'}"
1007081,"{'fresh', 'floral', 'clean', 'waxy', 'citrus', 'ozone'}"
1007091,"{'fresh', 'leafy', 'green', 'herbal', 'cortex', 'natural'}"
1007101,"{'petitgrain', 'lavender', 'herbal', 'sage clary sage', 'dry', 'woody', 'thyme'}"
1007121,"{'spicy', 'bready', 'minty', 'caraway'}"
1007151,"{'bergamot', 'lavender', 'herbal', 'pine', 'woody'}"
1007161,"{'orange', 'rose', 'cucumber', 'waxy', 'fruity'}"
1007171,"{'fresh', 'sweet', 'herbal', 'pine', 'citrus', 'woody'}"
1007171,"{'fresh', 'sweet', 'herbal', 'pine', 'lemon peel', 'citrus', 'woody'}"
1007181,"{'floral', 'minty', 'leathery', 'earthy'}"
1007191,"{'fresh', 'floral', 'rose', 'clean', 'citrus', 'cologne'}"
1007201,"{'dry', 'guaiacwood', 'amber', 'woody'}"
1007221,"{'leafy', 'earthy', 'metallic', 'green', 'phenolic', 'cortex', 'nutty', 'weedy'}"
1007231,"{'citrus', 'green', 'pine', 'herbal'}"
1007232,"{'citrus', 'green', 'pine', 'herbal'}"
1007251,"{'spicy', 'minty', 'celery', 'sweet', 'green', 'herbal', 'citrus', 'woody'}"
1007251,"{'spicy', 'fresh', 'minty', 'green', 'citrus', 'cooling', 'camphoreous', 'woody'}"
1007261,"{'floral', 'green', 'ylang', 'hyacinth', 'ethereal', 'fruity'}"
1007281,"{'floral', 'sandalwood', 'orris', 'powdery', 'woody'}"
1007301,"{'floral', 'green', 'mushroom', 'chicken coup', 'fruity'}"
1007321,"{'sweet', 'green', 'herbal', 'natural', 'dry', 'fruity'}"
1007331,"{'creamy', 'sweet', 'dairy', 'fatty', 'milky', 'buttery'}"
1007341,"{'fresh', 'sweet', 'pine', 'herbal', 'needle', 'balsamic', 'woody'}"
1007342,"{'fresh', 'fir needle', 'sweet', 'herbal', 'balsamic', 'woody'}"
1007391,{'odorless'}
1007401,"{'musty', 'alcoholic', 'woody'}"
1007421,"{'rubbery', 'mild'}"
1007431,"{'spicy', 'floral', 'sweet', 'carnation', 'balsam', 'powdery'}"
1007432,"{'spicy', 'floral', 'sweet', 'carnation', 'balsamic', 'powdery'}"
1007441,"{'creamy', 'buttermilk', 'dairy', 'cheesy', 'buttery'}"
1007441,"{'creamy', 'green', 'waxy', 'sweaty', 'fatty', 'dairy', 'buttery'}"
1007491,{'bland'}
1007501,"{'meaty', 'garlic'}"
1007501,"{'meaty', 'sulfurous', 'alliaceous', 'phenolic', 'rubbery'}"
1007511,"{'earthy', 'cumin', 'green', 'aldehydic', 'foliage', 'cortex'}"
1007521,"{'meaty', 'sulfurous', 'coffee', 'nutty', 'vegetable', 'cooked', 'rubbery'}"
1007521,"{'meaty', 'sulfurous', 'coffee', 'nutty', 'vegetable', 'cooked', 'brown', 'rubbery'}"
1007541,"{'egg nog', 'sulfurous', 'coffee', 'onion', 'garlic'}"
1007541,"{'onion cooked onion', 'beefy roasted beefy', 'egg nog', 'sulfurous', 'fatty', 'coffee', 'garlic'}"
1007551,"{'violet', 'leafy', 'earthy', 'green', 'mushroom', 'natural'}"
1007551,"{'raw', 'musty', 'radish', 'green', 'vegetable', 'fruity'}"
1007571,"{'sweet', 'musk', 'waxy', 'fruity', 'woody'}"
1007581,"{'acetone', 'ethereal', 'fruity', 'camphoreous'}"
1007581,"{'ethereal', 'fruity', 'camphoreous'}"
1007591,"{'berry', 'juicy', 'soapy', 'apple', 'pineapple', 'green', 'waxy', 'cognac', 'fruity', 'winey'}"
1007591,"{'juicy', 'apple', 'pineapple', 'green', 'waxy', 'fruity'}"
1007601,"{'grape skin', 'pineapple', 'fruit tropical fruit', 'ethereal', 'banana', 'fruity'}"
1007611,"{'radish', 'metallic', 'chrysanthemum', 'green', 'gardenia', 'fruity'}"
1007621,"{'jammy', 'celery', 'tropical', 'green', 'herbal', 'grassy', 'peach', 'ethereal', 'cocoa', 'fruity'}"
1007631,"{'floral', 'peely', 'leafy', 'tart', 'green', 'aldehydic', 'cortex'}"
1007641,"{'phenolic', 'faint'}"
1007651,"{'fruity', 'rose', 'earthy', 'sweet'}"
1007651,"{'estery', 'tutti frutti', 'sweet', 'ripe', 'rummy', 'banana', 'cherry', 'fruity'}"
1007661,"{'soapy', 'fatty', 'raisin', 'dry', 'amber', 'woody'}"
1007671,"{'fishy', 'ammoniacal'}"
1007681,"{'musty', 'green', 'pungent', 'chocolate', 'bready', 'cocoa', 'malty'}"
1007681,"{'musty', 'green', 'pungent', 'chocolate', 'cocoa', 'malty'}"
1007691,"{'musk', 'animal', 'ambergris', 'cedar', 'woody'}"
1007701,"{'phenolic', 'leathery', 'medicinal', 'woody'}"
1007711,"{'fresh', 'sweet', 'clean', 'cloth laundered cloth', 'marine'}"
1007721,"{'leathery', 'musty', 'herbal', 'phenolic', 'plastic', 'medicinal'}"
1007731,"{'fresh', 'floral', 'hay', 'green', 'watery', 'cyclamen', 'ozone'}"
1007732,"{'fresh', 'floral', 'hay', 'green', 'watery', 'cyclamen', 'ozone'}"
1007741,"{'sour', 'citrus', 'fatty', 'rancid'}"
1007751,"{'floral', 'musk', 'sweet'}"
1007761,"{'tallow', 'earthy', 'green', 'waxy', 'aldehydic', 'mushroom', 'chicken fat', 'fatty', 'fried', 'cilantro'}"
1007761,"{'pork', 'earthy', 'chicken', 'green', 'coriander', 'waxy', 'aldehydic', 'mushroom', 'fatty'}"
1007771,"{'fresh', 'rose', 'clean', 'cloth laundered cloth', 'waxy', 'powdery'}"
1007781,"{'floral', 'sweet', 'musk', 'strong', 'diffusive'}"
1007782,"{'floral', 'musk', 'sweet'}"
1007801,"{'spicy', 'floral', 'jasmin', 'warm', 'fruity'}"
1007831,"{'pine', 'herbal', 'terpenic', 'peppery'}"
1007851,"{'fresh', 'floral', 'lime', 'sweet', 'citrus', 'lily'}"
1007871,"{'floral', 'rose', 'sweet', 'blueberry', 'de', 'green', 'bois', 'citrus', 'woody'}"
1007872,"{'floral', 'bois de rose', 'sweet', 'blueberry', 'green', 'citrus', 'woody'}"
1007872,"{'orange', 'floral', 'rose', 'waxy', 'citrus', 'terpenic'}"
1007891,"{'bergamot', 'lavender', 'sweet', 'green', 'citrus', 'woody'}"
1007892,"{'bergamot', 'lavender', 'sweet', 'green', 'herbal', 'citrus', 'woody'}"
1007892,"{'spicy', 'floral', 'sweet', 'green', 'herbal', 'clean', 'citrus', 'terpenic', 'woody'}"
1007901,{'fruity'}
1007931,"{'acetic', 'mild'}"
1007941,"{'fresh', 'floral', 'bergamot', 'rose', 'rummy', 'woody', 'lily'}"
1007951,"{'creamy', 'sweet', 'sharp', 'brown', 'fruity', 'buttery'}"
1007951,"{'creamy', 'sweet', 'sharp', 'brown', 'fruity', 'buttery'}"
1007971,"{'rhubarb', 'floral', 'cyclamen', 'muguet', 'woody'}"
1007972,"{'rhubarb', 'floral', 'cyclamen', 'muguet', 'woody'}"
1007981,"{'pineapple', 'tropical', 'green', 'waxy', 'grassy', 'pear', 'fruity', 'winey'}"
1007981,"{'pulpy', 'tropical', 'green', 'waxy', 'balsamic', 'fatty', 'fruity', 'winey'}"
1007991,"{'floral', 'narcissus', 'green', 'grapefruit', 'gardenia', 'geranium', 'magnolia'}"
1008001,"{'berry', 'floral', 'sweet', 'grape', 'fruity'}"
1008001,"{'berry', 'floral', 'sweet', 'grape', 'fruity'}"
1008021,"{'chemical', 'naphthyl', 'camphoreous', 'medicinal'}"
1008021,"{'chemical', 'naphthyl', 'camphoreous', 'medicinal'}"
1008041,"{'juicy fruit', 'sweet', 'fruit overripe fruit', 'banana', 'fruity'}"
1008041,"{'estery', 'juicy fruit', 'sweet', 'tropical', 'ripe', 'banana', 'fruity'}"
1008051,"{'yeasty', 'jammy', 'tropical', 'metallic', 'mushroom', 'fruity'}"
1008051,"{'yeasty', 'pineapple', 'earthy', 'metallic', 'horseradish', 'mushroom', 'bready', 'fruity'}"
1008061,"{'coconut', 'creamy', 'waxy', 'fatty', 'cheesy'}"
1008061,"{'coconut', 'creamy', 'waxy', 'fatty', 'cheesy'}"
1008081,"{'sulfurous', 'cabbage', 'onion', 'vegetable'}"
1008101,"{'onion cooked onion', 'meaty', 'sulfurous', 'alliaceous', 'savory'}"
1008101,"{'fresh', 'meaty', 'sulfurous', 'alliaceous', 'savory', 'onion green onion', 'vegetable', 'cooked', 'eggy'}"
1008111,"{'potato', 'moldy', 'sweet', 'brandy', 'wasabi', 'mushroom', 'fruity', 'vegetable', 'sugar burnt sugar', 'nut skin', 'caramellic'}"
1008111,"{'musty', 'moldy', 'sweet', 'meaty', 'beany', 'cocoa', 'coffee', 'vegetable', 'caramellic'}"
1008121,"{'roasted', 'walnut', 'cocoa', 'coffee', 'peanut butter', 'nutty', 'nut skin', 'caramellic'}"
1008121,"{'musty', 'roasted', 'potato', 'cocoa', 'coffee', 'nutty', 'powdery', 'nut skin'}"
1008131,"{'minty', 'peppermint', 'mentholic', 'herbal', 'camphoreous'}"
1008131,"{'fresh', 'minty', 'sweet', 'peppermint', 'herbal', 'green', 'cooling', 'camphoreous', 'anise'}"
1008141,"{'beefy roasted beefy', 'roasted', 'chocolate', 'grassy', 'cocoa', 'nutty', 'medicinal', 'woody'}"
1008141,"{'musty', 'roasted', 'earthy', 'chocolate', 'cocoa', 'peanut', 'nutty', 'powdery'}"
1008151,"{'roasted', 'buttermilk', 'chocolate', 'meaty roasted meaty', 'cocoa', 'ethereal', 'coffee', 'nutty', 'brown', 'beefy'}"
1008161,"{'meaty', 'beefy', 'sulfurous'}"
1008171,"{'fresh', 'floral', 'sweet', 'melon', 'lily'}"
1008181,"{'bay', 'coconut', 'fatty'}"
1008191,"{'floral', 'sweet', 'hawthorn', 'acacia', 'coumarinic', 'mimosa', 'cherry'}"
1008191,"{'floral', 'naphthyl', 'sweet', 'coumarinic', 'powdery', 'vanilla', 'cherry'}"
1008211,"{'fruity', 'grape', 'neroli', 'orangeflower'}"
1008211,"{'floral', 'musty', 'grape', 'powdery', 'fruity'}"
1008221,"{'earthy', 'pineapple', 'hazelnut', 'almond roasted almond', 'nutty'}"
1008231,"{'acrylate', 'fruity', 'plastic'}"
1008241,"{'pulpy', 'pineapple', 'tomato', 'metallic', 'sulfurous', 'ripe', 'fruity'}"
1008241,"{'pulpy', 'pineapple', 'tomato', 'metallic', 'sulfurous', 'ripe', 'fruity'}"
1008251,"{'creamy', 'waxy', 'oily', 'balsamic', 'fruity', 'greasy', 'milky'}"
1008251,"{'creamy', 'waxy', 'balsamic', 'fruity', 'milky'}"
1008261,"{'roasted', 'hazelnut', 'chocolate', 'peanut', 'nutty', 'nut skin'}"
1008261,"{'musty', 'sweet', 'nutty', 'brown', 'nut skin', 'peanut roasted peanut'}"
1008271,"{'balsamic', 'cherry', 'strawberry', 'sweet'}"
1008281,"{'roasted', 'burnt', 'coffee', 'nutty', 'almond'}"
1008281,"{'musty', 'roasted', 'coffee', 'cocoa', 'peanut', 'nutty', 'caramellic'}"
1008291,"{'spicy', 'fresh', 'cinnamon', 'sweet', 'carnation', 'clove', 'warm'}"
1008291,"{'spicy', 'cinnamon', 'musty', 'waxy', 'phenolic', 'clove', 'peppery', 'vegetable'}"
1008311,"{'musty', 'apple', 'green', 'lemongrass', 'citrus'}"
1008311,"{'musty', 'apple', 'creamy', 'citrus', 'ketonic', 'cheesy', 'banana', 'fruity'}"
1008331,"{'fresh', 'sweet', 'earthy', 'green', 'herbal', 'fruity', 'weedy'}"
1008331,"{'coconut', 'soapy', 'sweet', 'green', 'herbal', 'waxy', 'cheesy', 'fruity'}"
1008351,"{'earthy', 'potato raw potato', 'roasted', 'nutty'}"
1008361,"{'roasted', 'beany', 'grassy', 'coffee', 'nutty'}"
1008371,"{'floral', 'sweet', 'orangeflower', 'neroli', 'powdery'}"
1008381,"{'musty', 'roasted', 'cocoa', 'peanut butter', 'nutty', 'woody'}"
1008381,"{'musty', 'roasted', 'meaty', 'fermented', 'coffee', 'cocoa', 'nutty'}"
1008391,"{'floral', 'violet leaf', 'green', 'cucumber', 'melon'}"
1008392,"{'floral', 'violet leaf', 'green', 'cucumber', 'melon'}"
1008401,"{'acetic', 'vinegar', 'pungent'}"
1008401,"{'acetic', 'fermented', 'sharp', 'fruity'}"
1008421,{'odorless'}
1008431,"{'spicy', 'floral', 'sweet', 'waxy', 'honey', 'almond'}"
1008431,"{'spicy', 'floral', 'sweet', 'honey', 'fruity'}"
1008441,"{'sweet', 'bread baked', 'bready', 'almond', 'woody'}"
1008441,"{'sweet', 'phenolic', 'bready', 'brown', 'woody', 'caramellic'}"
1008451,"{'smoky', 'sulfurous', 'oily', 'coffee roasted coffee', 'coffee', 'fatty', 'burnt'}"
1008451,"{'onion cooked onion', 'chicken', 'meaty', 'sulfurous', 'coffee roasted coffee', 'savory', 'burnt', 'coffee'}"
1008461,{'odorless'}
1008471,"{'wintergreen', 'minty'}"
1008471,"{'aromatic', 'minty', 'sweet', 'phenolic', 'wintergreen', 'root beer', 'camphoreous'}"
1008472,"{'wintergreen', 'minty'}"
1008472,"{'aromatic', 'minty', 'sweet', 'phenolic', 'wintergreen', 'root beer', 'camphoreous'}"
1008481,{'odorless'}
1008501,"{'sweaty', 'sour', 'cheesy', 'rancid'}"
1008501,"{'pineapple', 'waxy', 'fermented', 'sweaty', 'fruity', 'cheesy'}"
1008511,"{'green', 'caraway', 'grassy'}"
1008511,"{'sweet', 'green', 'fruity', 'ketonic', 'cheesy', 'woody'}"
1008521,"{'floral', 'apple', 'sweet', 'green', 'apricot', 'warm', 'cherry', 'fruity'}"
1008521,"{'estery', 'apple', 'pineapple', 'sweet', 'green', 'apricot', 'peach', 'cherry', 'fruity'}"
1008541,"{'cheesy', 'sour', 'fatty', 'sweaty'}"
1008561,"{'earthy', 'herbal', 'pine', 'green', 'camphoreous', 'woody'}"
1008561,"{'earthy', 'green', 'herbal', 'pine', 'cooling', 'camphoreous', 'woody'}"
1008581,"{'apple', 'berry ripe berry', 'winey', 'tart', 'green', 'grape', 'peach', 'fruity', 'pear'}"
1008581,"{'berry', 'apple', 'sweet', 'green', 'ripe', 'peach', 'fruity', 'pear'}"
1008591,"{'floral', 'melon', 'lily', 'muguet'}"
1008601,"{'musty', 'green', 'fruit overripe fruit', 'fruity', 'pear'}"
1008611,"{'floral', 'cumin', 'green', 'watery', 'muguet', 'powdery'}"
1008612,"{'floral', 'cumin', 'green', 'watery', 'muguet', 'powdery'}"
1008621,"{'butterscotch', 'sweet', 'chicory', 'fenugreek', 'sugar brown sugar', 'nutty', 'praline', 'fruity', 'maple', 'caramellic'}"
1008621,"{'maple', 'fruity', 'sweet', 'caramellic'}"
1008641,"{'aromatic', 'naphthyl', 'resinous', 'sulfurous', 'grapefruit', 'citrus', 'woody'}"
1008641,"{'tropical', 'sulfurous', 'alliaceous', 'grapefruit', 'citrus', 'onion', 'garlic', 'woody'}"
1008651,"{'jasmin', 'green', 'herbal', 'oily', 'basil', 'fruity', 'woody'}"
1008661,"{'earthy', 'potato raw potato', 'pepper bell pepper', 'galbanum', 'pea green pea'}"
1008671,"{'musty', 'ambrette', 'sweet', 'musk', 'seedy'}"
1008681,"{'musty', 'green', 'pepper bell pepper', 'galbanum', 'pea green pea'}"
1008681,"{'musty', 'potato', 'green', 'peppery', 'nutty', 'vegetable'}"
1008691,"{'floral', 'soapy', 'musk', 'fatty', 'dry', 'powdery'}"
1008701,"{'hazelnut roasted hazelnut', 'chocolate', 'almond roasted almond', 'cocoa', 'nutty', 'peanut roasted peanut'}"
1008711,"{'cocoa', 'nutty', 'chocolate', 'sweet'}"
1008721,"{'apple', 'sweet', 'pineapple', 'banana', 'fruity'}"
1008721,"{'creamy', 'fermented', 'fusel', 'pungent', 'ethereal', 'fruity'}"
1008731,"{'roasted', 'meaty', 'sulfurous', 'alliaceous', 'coffee'}"
1008731,"{'liver', 'sulfurous', 'alliaceous', 'meaty roasted meaty', 'coffee roasted coffee', 'onion', 'garlic', 'eggy'}"
1008741,"{'pineapple', 'fruit tropical fruit', 'apricot', 'ethereal', 'bacon', 'banana', 'fruity', 'strawberry'}"
1008751,"{'soapy', 'sweet', 'musk', 'fatty', 'dry'}"
1008761,"{'floral', 'fruity', 'apple', 'pineapple'}"
1008761,"{'ethereal', 'fruity', 'tutti frutti', 'sweet'}"
1008781,"{'sulfurous', 'cabbage', 'garlic'}"
1008781,"{'creamy', 'sulfurous', 'alliaceous', 'oily', 'savory', 'vegetable', 'eggy'}"
1008791,"{'orange', 'sweet', 'green', 'herbal', 'waxy', 'aldehydic', 'vegetable'}"
1008791,"{'orange', 'sweet', 'green', 'herbal', 'waxy', 'aldehydic', 'vegetable'}"
1008831,"{'musty', 'hazelnut', 'chocolate', 'cocoa', 'coffee', 'nutty', 'vegetable'}"
1008831,"{'musty', 'toasted', 'chocolate', 'cocoa', 'coffee', 'nutty', 'vegetable', 'brown'}"
1008861,"{'spicy', 'jammy', 'cinnamon', 'sweet', 'tonka', 'camphoreous', 'terpenic'}"
1008861,"{'spicy', 'minty', 'green', 'cooling', 'woody'}"
1008881,"{'minty', 'sweet', 'herbal', 'pine', 'balsamic', 'medicinal', 'woody'}"
1008881,"{'minty', 'herbal', 'medicinal', 'cooling', 'camphoreous', 'woody'}"
1008901,"{'apple', 'pineapple', 'sweet', 'green', 'nutty', 'fruity'}"
1008901,"{'juicy', 'estery', 'tutti frutti', 'sweet', 'bubble gum', 'sweaty', 'fruity'}"
1008911,"{'sweet', 'green', 'geranium', 'plastic', 'wet'}"
1008921,"{'musty', 'fermented', 'alcoholic', 'phenolic', 'cocoa', 'coffee', 'fatty', 'nutty', 'malty'}"
1008921,"{'musty', 'fermented', 'chocolate', 'cocoa', 'nutty', 'malty'}"
1008931,"{'fresh', 'floral', 'metallic', 'waxy', 'citrus', 'lemon'}"
1008932,"{'fresh', 'floral', 'metallic', 'waxy', 'citrus', 'lemon'}"
1008951,"{'sweet', 'citrus', 'natural', 'neroli', 'magnolia'}"
1008952,"{'floral', 'sweet', 'citrus', 'natural', 'neroli', 'magnolia'}"
1008952,"{'spicy', 'fresh', 'floral', 'sweet', 'lime', 'green', 'waxy', 'citrus', 'lemon'}"
1008961,"{'meaty', 'sulfurous', 'coffee roasted coffee', 'coffee', 'nutty', 'cooked'}"
1008971,"{'green', 'coriander', 'oily', 'sweet'}"
1008981,"{'pineapple', 'tropical', 'green', 'sulfurous', 'onion', 'galbanum', 'fruity'}"
1009001,"{'roasted', 'green', 'chocolate', 'cocoa', 'peanut', 'nutty'}"
1009001,"{'musty', 'roasted', 'earthy', 'nutty', 'brown', 'nut skin'}"
1009011,"{'potato', 'sulfurous', 'mustard', 'onion', 'garlic', 'vegetable', 'nutty'}"
1009011,"{'potato', 'sulfurous', 'mustard', 'onion', 'garlic', 'vegetable', 'nutty'}"
1009021,"{'musty', 'earthy', 'vegetable', 'coffee', 'peanut', 'nutty'}"
1009021,"{'roasted', 'hazelnut', 'toasted', 'cashew', 'popcorn', 'nutty', 'peanut', 'almond', 'corn chip', 'caramellic'}"
1009031,"{'floral', 'green', 'waxy', 'citrus', 'woody'}"
1009032,"{'floral', 'green', 'waxy', 'citrus', 'woody'}"
1009032,"{'floral', 'green', 'waxy', 'citrus', 'woody'}"
1009041,"{'almond bitter almond', 'sweet', 'bready', 'almond', 'cherry', 'fruity', 'woody'}"
1009041,"{'almond bitter almond', 'sweet', 'bready', 'almond', 'cherry', 'fruity', 'woody'}"
1009051,"{'sweet', 'meaty', 'soup', 'sulfurous', 'onion', 'vegetable'}"
1009051,"{'sweet', 'meaty', 'soup', 'sulfurous', 'savory', 'onion', 'vegetable', 'cooked'}"
1009061,"{'soapy', 'coconut', 'fatty', 'waxy'}"
1009061,"{'fatty', 'waxy', 'citrus peel', 'pineapple'}"
1009071,"{'spicy', 'floral', 'jasmin', 'myrrh', 'herbal', 'fresh outdoors', 'woody'}"
1009071,"{'floral', 'sweet', 'powdery', 'fruity', 'woody'}"
1009081,"{'violet leaf', 'green', 'cucumber', 'waxy', 'fruit tropical fruit', 'chicken fat', 'fatty', 'melon'}"
1009091,"{'waxy', 'oily', 'fatty', 'rancid', 'vegetable', 'cheesy'}"
1009101,"{'fatty', 'waxy'}"
1009101,"{'waxy', 'creamy'}"
1009121,"{'sweet', 'ethereal', 'woody', 'banana', 'fruity', 'winey'}"
1009121,"{'sweet', 'fermented', 'ethereal', 'banana', 'fruity', 'woody'}"
1009141,"{'spicy', 'pungent', 'mustard', 'onion', 'peppery', 'garlic'}"
1009141,"{'spicy', 'pungent', 'mustard', 'ethereal', 'onion', 'peppery', 'garlic'}"
1009151,"{'violet', 'floral', 'rose', 'leafy', 'green', 'citrus', 'ozone'}"
1009161,"{'acetone', 'fishy', 'fruity', 'phenolic'}"
1009161,"{'fishy', 'phenolic', 'acetone', 'chemical', 'fruity'}"
1009171,"{'pineapple', 'rummy', 'cognac', 'fruity', 'winey'}"
1009171,"{'berry', 'estery', 'pineapple', 'sweet', 'green', 'cognac', 'banana', 'seedy', 'fruity'}"
1009172,"{'pineapple', 'rummy', 'cognac', 'fruity', 'winey'}"
1009172,"{'berry', 'estery', 'pineapple', 'sweet', 'green', 'cognac', 'banana', 'seedy', 'fruity'}"
1009181,"{'tallow', 'green', 'herbal', 'mushroom', 'fatty', 'pepper bell pepper'}"
1009201,"{'animal', 'floral', 'sweet'}"
1009211,"{'fermented', 'alcoholic', 'fusel', 'musty'}"
1009211,"{'yeasty', 'musty', 'apple', 'sweet', 'fermented', 'alcoholic', 'fusel', 'fruity', 'pear', 'tequila'}"
1009221,"{'onion cooked onion', 'sulfurous'}"
1009231,"{'pineapple', 'sweet', 'sweaty', 'apricot', 'rancid', 'fruity'}"
1009231,"{'tutti frutti', 'sweet', 'bubble gum', 'ethereal', 'fruity'}"
1009231,"{'tutti frutti', 'sweet', 'bubble gum', 'ethereal', 'fruity'}"
1009241,"{'sulfurous', 'nutty', 'corn chip', 'ethereal'}"
1009251,"{'fishy', 'ammoniacal', 'sour'}"
1009261,"{'warm', 'ethereal', 'nutty', 'sweet'}"
1009271,{'odorless'}
1009281,"{'balsamic', 'floral', 'sweet', 'plastic'}"
1009281,{'balsamic'}
1009291,"{'musty', 'lard', 'chocolate', 'coffee', 'cocoa', 'burnt', 'nutty', 'brown'}"
1009291,"{'musty', 'cocoa', 'nutty', 'dry', 'vanilla', 'brown'}"
1009301,"{'fishy', 'sweaty', 'oily', 'rancid', 'fruity'}"
1009311,"{'thujonic', 'cistus', 'pungent', 'honey', 'labdanum'}"
1009331,"{'berry', 'fermented', 'bready', 'nutty', 'fruity'}"
1009331,"{'fruity', 'bready', 'berry', 'fermented'}"
1009341,"{'acidic', 'cheesy', 'sweaty', 'rancid'}"
1009341,"{'milky', 'acidic', 'fruity', 'sharp', 'tobacco', 'sour', 'cheesy'}"
1009351,"{'fresh', 'rose', 'clean', 'waxy', 'aldehydic', 'dewy'}"
1009352,"{'fresh', 'floral', 'rose', 'clean', 'waxy', 'aldehydic', 'dewy'}"
1009361,"{'phenolic', 'rubbery', 'plastic'}"
1009371,"{'spicy', 'celery', 'sweet', 'green', 'herbal', 'caraway', 'cooling', 'woody'}"
1009371,"{'spicy', 'green', 'weedy'}"
1009391,"{'animal', 'ammoniacal', 'eggy'}"
1009391,"{'seaweed', 'fishy', 'ammoniacal', 'shellfish'}"
1009401,"{'fresh', 'tropical', 'green', 'waxy', 'oily'}"
1009401,"{'musty', 'tropical', 'green', 'waxy', 'fatty', 'fruity'}"
1009421,"{'musty', 'creamy', 'hawthorn', 'phenolic', 'nutty'}"
1009421,"{'creamy', 'vanilla', 'nutty'}"
1009431,"{'musty', 'earthy', 'tobacco', 'rubbery', 'medicinal'}"
1009431,"{'tobacco', 'musty', 'medicinal', 'leathery'}"
1009441,"{'orange', 'juicy', 'sour', 'aldehydic', 'waxy', 'citrus', 'mandarin', 'candy', 'powdery'}"
1009461,"{'musty', 'green', 'nutty', 'woody', 'caramellic'}"
1009461,"{'musty', 'bready', 'cocoa', 'nutty', 'vegetable', 'brown', 'caramellic'}"
1009471,"{'coconut', 'creamy', 'waxy', 'peach', 'fatty', 'fruity'}"
