TGSC ID,Tags,Original Tags,Description,Concentration %,Solvent,Strength,Recommended Max Concentration %,Substantivity (Hours),Substantivity Min (Hours),Substantivity Max (Hours),Substantivity Concentration %,Substantivity Solvent,Source,Source Year,Sample Supplier
1009341,"['cheesy','acidic','sweaty','rancid']",true,sickening putrid acidic sweaty rancid,1.0,propylene glycol,,,,,,,,,,
1009341,"['cheesy','acidic','sharp','sour','milky','tobacco','fruity']",true,"Acidic and sharp, cheese-like, sour milky, tobacco, with fruity nuances",,,,,,,,,,"Mosciano, Gerard P&F 19, No. 2, 55",1994,
1009351,"['dewy','rose','waxy','fresh','clean','aldehydic']",false,dewy rose waxy fresh clean aldehydic,10.0,dipropylene glycol,high,10.0,,,,,,,,
1009352,"['floral','dewy','rose','waxy','fresh','clean','aldehydic']",true,dewy rose waxy fresh clean aldehydic,10.0,dipropylene glycol,high,10.0,340.0,,,100.0,,"Luebke, William tgsc",1986,International Flavors & Fragrances Inc.
1009361,"['phenolic','plastic','rubbery']",true,phenolic plastic rubber,0.01,dipropylene glycol,,,,,,,,,,
1009371,"['spicy','herbal','green','cooling','woody','caraway','celery','sweet']",true,herbal green spicy cooling woody caraway celery sweet,100.0,,,,,,,,,,,
1009371,"['spicy','green','weedy']",true,"Spicy, green and weedy",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 1, 31",1991,
1009391,"['ammoniacal','animal','eggy']",true,ammoniacal animal egg amine,0.1,propylene glycol,,,,,,,,,,
1009391,"['ammoniacal','fishy','shellfish','seaweed']",true,"Ammonia, fishy, shellfish and seaweed-like",,,,,,,,,,"Mosciano, Gerard P&F 20, No. 2, 37",1995,
1009401,"['waxy','oily','green','tropical','fresh']",true,waxy oily green tropical fresh,100.0,,,,,,,,,,,
1009401,"['waxy','fruity','fatty','green','musty','tropical']",true,"Waxy, fruity, fatty, green with a musty tropical nuance",,,,,,,,,,"Mosciano, Gerard P&F 15, No. 6, 35",1990,
1009421,"['nutty','creamy','phenolic','hawthorn','musty']",true,nutty creamy phenolic hawthorn musty,1.0,propylene glycol,,,,,,,,"Luebke, William tgsc",1987,Harrmann & Reimer Corporation
1009421,"['nutty','creamy','vanilla']",true,"creamy, vanilla",,,,,,,,,,"Mosciano, Gerard P&F 14, No. 6, 47",1989,
1009431,"['medicinal','musty','tobacco','rubbery','earthy']",true,medical musty tobacco rubber earthy,1.0,triacetin,,,,,,,,,,
1009431,"['medicinal','musty','tobacco','leathery']",true,"Medical, musty, tobacco with a pyridine and leather nuance",1.0,,,,,,,,,"Mosciano, Gerard P&F 26, No. 2, 40",2001,
1009441,"['citrus','orange','powdery','aldehydic','juicy','mandarin','sour','candy','waxy']",true,citrus orange powdery aldehydic juicy mandarin sour candy waxy,,,,,,842.0,,100.0,,"Luebke, William tgsc",2021,CA Aromatics Company Inc.
1009461,"['musty','nutty','vegetable','cocoa','nut skin','bread crust','phenolic','woody']",true,musty nutty vegetable cocoa nut skin bread crust phenolic woody,0.1,dipropylene glycol,medium,10.0,,,1.0,100.0,,"Luebke, William tgsc",2021,"FRUTAROM USA INC,"
1009461,"['musty','nutty','vegetable','cocoa','brown','bready','caramellic']",true,"Musty, nutty, vegetative, cocoa, brown, bready and caramellic",,,,,,,,,,"Mosciano, Gerard P&F 21, No. 6, 49",1996,
1009471,"['creamy','fatty','coconut','fruity','peach','waxy']",false,creamy fatty coconut fruity peach waxy,100.0,,,,,,,,,,,
1009472,"['coconut','creamy','fatty','fruity','peach','waxy']",true,creamy fatty coconut fruity peach waxy,100.0,,,,400.0,,,100.0,,"Luebke, William tgsc",1988,CA Aromatics Company Inc.
1009472,"['coconut','creamy','fruity','peach','milky','waxy','lactonic','green']",true,"Creamy, coconut, fruity, peach, milky, waxy and lactonic with a slight, green, fruity nuance",,,,,,,,,,"Mosciano, Gerard P&F 21, No. 3, 51",1996,
1009511,"['musk','sweet','ambrette']",true,sweet intense musk ambrette macrocyclic,10.0,dipropylene glycol,medium,10.0,400.0,,,20.0,dipropylene glycol,,,
1009541,"['woody','coffee']",true,woody coffee,0.1,propylene glycol,,,,,,,,,,
1009561,['almost odorless'],false,almost odorless,100.0,,,,,,,,,,,
1009621,"['sweet','anise','methyl','chavicol']",false,sweet anise methyl chavicol,,,,,,,,,,,,
1009651,"['woody','sandalwood','greasy','oily','waxy']",true,woody sandalwood greasy oily waxy,10.0,dipropylene glycol,high,10.0,400.0,,,100.0,,"Luebke, William tgsc",1992,International Flavors & Fragrances Inc.
1009652,"['woody','sandalwood','greasy','oily','waxy']",true,woody sandalwood greasy oily waxy,10.0,dipropylene glycol,high,10.0,400.0,,,100.0,,"Luebke, William tgsc",1992,International Flavors & Fragrances Inc.
1009671,"['floral','bean green bean','gardenia','jasmin','fruity','weedy','pea green pea']",true,green bean gardenia jasmin fruity weedy green pea,100.0,,,,12.0,,,100.0,,"Luebke, William tgsc",1987,Givaudan Corporation
1009672,"['floral','bean green bean','gardenia','jasmin','fruity','weedy','pea green pea']",true,green bean gardenia jasmin fruity weedy green pea,100.0,,,,12.0,,,100.0,,"Luebke, William tgsc",1987,Givaudan Corporation
1009701,['faint'],false,faint odor,,,,,,,,,,,,
1009711,"['balsamic','woody','sweet','fir needle','raspberry','jammy']",true,balsam woody sweet fir balsam raspberry jam,100.0,,,,16.0,,,100.0,,"Luebke, William tgsc",1991,International Flavors & Fragrances Inc.
1009731,"['floral','woody','carvone','sweet','cortex','grapefruit']",true,floral woody carvone sweet cortex grapefruit,100.0,,,,4.0,,,100.0,,"Luebke, William tgsc",1985,International Flavors & Fragrances Inc.
1009751,"['fruity','sweet','floral','cherry','berry']",true,sweet floral cherry berry,100.0,,,,,,,,,,,
1009761,"['spicy','sweet','floral','carnation','clove','powdery','vanilla','custard','woody burnt wood','balsamic']",true,sweet floral spicy carnation clove powdery vanilla custard burnt wood balsamic,100.0,,,,400.0,,,100.0,,"Luebke, William tgsc",2016,Vigon International
1009831,"['sulfurous','alliaceous','garlic','onion green onion']",true,alliaceous garlic green onion,0.1,propylene glycol,,,,,,,,,,
1009841,"['sulfurous','alliaceous','creamy','garlic','onion']",true,alliaceous creamy garlic onion,0.1,propylene glycol,,,,,,,,,,
1009851,"['sulfurous','alliaceous','garlic','onion green onion']",true,alliaceous garlic green onion,0.1,propylene glycol,,,,,,,,,,
1009881,"['slight','creosote']",false,slight creosote,,,,,,,,,,,,
1009891,"['terpenic','citrus','herbal','green','woody','pepper black pepper']",true,citrus herbal terpene green woody peppery,10.0,dipropylene glycol,medium,10.0,4.0,,,100.0,,"Luebke, William tgsc",1985,Berje Inc.
1009891,"['terpenic','citrus','green','pepper black pepper']",true,"Citrus, terpenic, slightly green, black pepper-like",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 2, 49",1991,
1009911,"['honey','sweet','floral','honeysuckle','sour','waxy','civet']",true,sweet honey floral honeysuckle sour waxy civet,10.0,dipropylene glycol,high,10.0,400.0,,,10.0,dipropylene glycol,"Luebke, William tgsc",1987,Berje Inc.
1009911,"['honey','sweet','floral','rose','chocolate','tobacco','powdery','animal']",true,"Sweet, floral, honey, rose, chocolate, tobacco and powdery with animal nuances",,,,,,,,,,"Mosciano, Gerard P&F 21, No. 4, 51",1996,
1009931,"['green','sweet','floral','hyacinth','clover','honey','cocoa']",true,green sweet floral hyacinth clover honey cocoa,10.0,dipropylene glycol,high,10.0,400.0,,,100.0,,"Luebke, William tgsc",1987,Berje Inc.
1009931,"['green','honey','floral','rose','sweet','powdery','fermented','chocolate','earthy']",true,"Honey, floral rose, sweet, powdery, fermented, chocolate with a slight earthy nuance",2.0,,,,,,,,,"Mosciano, Gerard P&F 23, No. 5, 49",1998,
1009941,"['green','floral','rose','clover']",true,green floral rose clover,50.0,phenethyl alcohol,medium,50.0,400.0,,,10.0,dipropylene glycol,,,
1009961,"['citrus','grapefruit','floral','green','spicy','neroli']",true,sweet grapefruit floral citrus green spice neroli,10.0,dipropylene glycol,,,,,,,,,,
1009971,"['green','foliage','floral','rosy','earthy','mushroom']",false,green foliage floral rosy earthy mushroom,100.0,,,,,,,,,,,
1009972,"['green','foliage','floral','rose','earthy','mushroom']",true,green foliage floral rosy earthy mushroom,100.0,,,,100.0,,,100.0,,"Luebke, William tgsc",1989,Elan Inc.
1010001,"['balsamic','phenolic','spicy','floral','woody','powdery','honey','sausage smoked sausage']",true,heavy balsam phenolic spice floral woody powdery honey smoked sausage,10.0,dipropylene glycol,medium,10.0,400.0,,,100.0,,"Luebke, William tgsc",1992,Sigma-Aldrich
1010001,"['balsamic','sweet','chemical','phenolic','floral','honey']",true,"Sweet, chemical-like, with a phenolic and floral honey nuance",,,,,,,,,,"Mosciano, Gerard P&F 19, No. 5, 79",1994,
1010011,"['green','foliage','herbal','hyacinth']",true,powerful foliage green herbal hyacinth,10.0,dipropylene glycol,high,10.0,400.0,,,100.0,,"Luebke, William tgsc",1984,"Chem-Fleur, Inc."
1010031,"['floral','rose','sweet','honey','fruity','tropical']",true,floral rose sweet honey fruity tropical,100.0,,,,16.0,,,100.0,,"Luebke, William tgsc",1982,Givaudan Corporation
1010031,"['floral','sweet','honey','rose','yeasty','cocoa','balsamic']",true,"Sweet, honey, floral rosy, with a slight yeasty honey note with a cocoa and balsamic nuance",100.0,,,,,,,,,"Mosciano, Gerard P&F 26, No. 1, 52",2001,
1010032,"['floral','rose','sweet','honey','fruity','tropical']",true,floral rose sweet honey fruity tropical,100.0,,,,16.0,,,100.0,,"Luebke, William tgsc",1982,Givaudan Corporation
1010032,"['floral','sweet','honey','rose','yeasty','cocoa','balsamic']",true,"Sweet, honey, floral rosy, with a slight yeasty honey note with a cocoa and balsamic nuance",100.0,,,,,,,,,"Mosciano, Gerard P&F 26, No. 1, 52",2001,
1010051,"['floral','rose','rose dried rose']",true,floral rose dried rose flower rose water,100.0,,,,32.0,,,100.0,,"Luebke, William tgsc",1981,Berje Inc.
1010051,"['floral','sweet','fresh','bready','rose','honey']",true,"Sweet, floral, fresh and bready with a rosey honey nuance",,,,,,,,,,"Mosciano, Gerard P&F 18, No. 4, 51",1993,
1010052,"['floral','rose','rose dried rose']",true,floral rose dried rose flower rose water,100.0,,,,32.0,,,100.0,,"Luebke, William tgsc",1981,Berje Inc.
1010052,"['floral','sweet','fresh','bready','rose','honey']",true,"Sweet, floral, fresh and bready with a rosey honey nuance",,,,,,,,,,"Mosciano, Gerard P&F 18, No. 4, 51",1993,
1010061,"['woody','spruce','cedarwood','balsamic','berry','blueberry','incense','resinous']",true,sweet woody spruce cedarwood balsamic berry blueberry incense resinous,100.0,,,,,,,,,,,
1010071,"['floral','fruity','rose','tea','peach','pastry']",false,floral fruity rose tea rose peach pastry,100.0,,,,,,,,,,,
1010072,"['floral','fruity','rose tea rose','peach']",true,floral fruity rose tea rose peach pastry,100.0,,,,164.0,,,100.0,,"Luebke, William tgsc",1983,"PPF Norda, Inc"
1010072,"['floral','fruity','honey','yeasty','balsamic','waxy','rose']",true,"Heavy fruity, honey and yeasty, with balsamic nuances and waxy rosy floral notes on dry out",1.0,,,,,,,,,"Mosciano, Gerard P&F 25, No. 4, 71",2000,
1010081,"['floral','musty','sweet','yeasty','strawberry']",true,musty sweet floral yeast strawberry,100.0,,,,,,,,,"Luebke, William tgsc",1987,International Flavors & Fragrances Inc.
1010081,"['floral','musty','sweet','yeasty']",true,"Musty, sweet, floral with a slight yeasty nuance",,,,,,,,,,"Mosciano, Gerard P&F 15, No. 3, 51",1990,
1010091,"['floral','fruity','sweet','rose','peach','apricot']",true,floral fruity sweet rose peach apricot,100.0,,,,68.0,,,100.0,,"Luebke, William tgsc",1985,Fragrance Resources Inc.
1010091,"['floral','sweet','fruity','ripe','pineapple','tutti frutti','apple','blueberry']",true,"Sweet, fruity, ripe pineapple-like with tutti frutti, apple and blueberry nuances",1.0,,,,,,,,,"Mosciano, Gerard P&F 26, No. 1, 52",2001,
1010111,"['floral','sweet','rose','honey','balsamic']",true,floral sweet rose honey balsam,100.0,,,,400.0,,,20.0,dipropylene glycol,"Luebke, William tgsc",1984,"Nickstadt Moeller, Inc."
1010111,"['floral','honey','sweet','rose','green','fatty','powdery','cinnamyl']",true,"Honey, floral, sweet, rosy, green with fatty nuances, powdery and slightly cinnamic",,,,,,,,,,"Mosciano, Gerard P&F 19, No. 1, 27",1994,
1010131,"['floral','balsamic','rose','hyacinth','carnation']",true,balsamic floral rose hyacinth carnation,100.0,,,,232.0,,,20.0,dipropylene glycol,"Luebke, William tgsc",1982,Berje Inc.
1010132,"['floral','balsamic','rose','hyacinth','carnation']",true,balsamic floral rose hyacinth carnation,100.0,,,,232.0,,,20.0,dipropylene glycol,"Luebke, William tgsc",1982,Berje Inc.
1010151,"['chemical','fresh','sweet','almond','gardenia','hyacinth']",true,fresh sweet acetophenone gardenia hyacinth,100.0,,,,8.0,,,100.0,,"Luebke, William tgsc",1981,Berje Inc.
1010151,"['chemical','naphthyl','medicinal','sweet','camphoreous']",true,"Chemical, naphthyl, medicinal, sweet, with a camphoraceous nuance",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 4, 33",1992,
1010171,"['sweet','spicy','cinnamyl','mignonette','hyacinth','balsam']",false,sweet spicy cinnamyl mignonette hyacinth balsam,100.0,,,,,,,,,,,
1010172,"['balsamic','sweet','spicy','cinnamyl','floral','hyacinth']",true,sweet spicy cinnamyl mignonette hyacinth balsam,100.0,,,,152.0,,,100.0,,"Luebke, William tgsc",1984,Berje Inc.
1010172,"['balsamic','spicy','cinnamon','fruity','floral','honey']",true,"Spicy, cinnamon, fruity, floral and honey-like with balsamic nuances",,,,,,,,,,"Mosciano, Gerard P&F 20, No. 6, 49",1995,
1010211,"['alliaceous','onion','eggy','nut skin','coffee','clam','seafood']",true,alliaceous onion egg nut skin coffee clam crab,0.1,propylene glycol,,,,,,,,,,
1010211,"['alliaceous','onion','eggy','nut skin','coffee','clam','seafood']",true,"Alliaceous, onion, egg, nut skin, coffee, clam, crab and coffee",,,,,,,,,,"Mosciano, Gerard P&F 14, No. 6, 47",1989,
1010231,"['floral','fresh','sweet','oily','jasmin','watery']",true,fresh sweet oily floral jasmin watery,100.0,,,,168.0,,,100.0,,"Luebke, William tgsc",1984,Givaudan Corporation
1010241,"['green','fresh','cortex','leafy','foliage','balsamic','storax']",true,fresh cortex green leaf foliage balsam storax,10.0,dipropylene glycol,high,10.0,244.0,,,100.0,,"Luebke, William tgsc",1987,Berje Inc.
1010241,"['green','aldehydic','floral','melon']",true,"Green, aldehydic, floral and melon",,,,,,,,,,"Mosciano, Gerard P&F 19, No. 3, 51",1994,
1010251,"['floral','fresh','waxy','coconut','jasmin','spicy','natural']",true,fresh waxy coconut jasmin spicy natural,100.0,,,,192.0,,,100.0,,"Luebke, William tgsc",1989,"Bedoukian Research, Inc."
1010251,"['floral','sweet','lactonic','creamy','coconut','fatty','powdery','coumarinic']",true,"sweet, lactonic, creamy, coconut, fatty, powdery and coumarin nuances",,,,,,,,,,"Mosciano, Gerard P&F 18, No. 5, 39",1993,
1010271,"['floral','herbal','green','orchid','woody','metallic']",true,floral herbal green orchid woody metallic,100.0,,,,192.0,,,100.0,,"Luebke, William tgsc",1991,"Bedoukian Research, Inc."
1010291,"['terpenic','sweet','fresh','pine','woody','hay','green']",true,sweet fresh pine woody hay green,10.0,dipropylene glycol,high,10.0,,,4.0,100.0,,,,
1010311,"['green','galbanum','fig','leafy','weedy','cortex']",true,galbanum fig leaf green weedy cortex,100.0,,,,16.0,,,100.0,,"Luebke, William tgsc",1986,Givaudan Corporation
1010351,"['animal','civet','leathery','ambergris']",true,animal civet leather ambergris,1.0,dipropylene glycol,high,1.0,184.0,,,100.0,,,,
1010371,"['spicy','sweet','dry','woody','caramellic']",true,sweet dry spicy woody caramel,10.0,dipropylene glycol,medium,10.0,16.0,,,100.0,,"Luebke, William tgsc",1995,"Bedoukian Research, Inc."
1010371,"['spicy','pungent','acidic','brown','ripe','fruity']",true,"Pungent acidic, with a brown, ripe and fruity nuance",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 5, 127",1992,
1010401,['amber'],false,amber,,,,,,,,,,,,
1010451,"['floral','rose red rose','spicy','waxy','powdery','geranium']",true,floral red rose spicy waxy powdery geranium,100.0,,,,236.0,,,100.0,,"Luebke, William tgsc",1987,International Flavors & Fragrances Inc.
1010451,"['floral','sweet','rose','waxy','fatty','citronella','fresh','citrus','mandarin','lemon','lime']",true,"Sweet, rosy floral, waxy/fatty, citronellal-like with fresh citrus mandarin, lemon and lime nuances",1.0,,,,,,,,,"Mosciano, Gerard P&F 25, No. 4, 71",2000,
1010461,"['sulfurous','egg yolk','eggy']",true,egg yolk hard boiled egg,20.0,water,,,,,,,,,,
1010471,"['rancid','fruity','sharp','cheesy']",true,valeric acid fruity sharp cheesy,100.0,,,,,,,,,,,
1010481,"['balsamic','earthy']",true,pure has no odor but mixtures have balsam earthy,100.0,,,,,,,,,,,
1010501,"['floral','orchid','grape']",true,weak butyl ester amyl salicylate,100.0,,,,,,,,,,,
1010541,"['floral','warm','herbal','sweet']",true,warm floral herb flower sweet,100.0,,,,,,3.0,100.0,,"Luebke, William tgsc",1985,Union Camp Corporation
1010551,"['sulfury','rubber','liver']",false,sulfury rubber liver,,,,,,,,,,,,
1010571,"['herbal','pine','camphoreous','minty','phenolic','patchouli','earthy','woody']",true,pine camphor minty phenolic patchouli,100.0,,,,16.0,,,100.0,,"Luebke, William tgsc",1991,International Flavors & Fragrances Inc.
1010591,"['animal','castoreum','leathery','earthy','oakmoss','vetiver']",true,castoreum leather earthy oakmoss vetiver,100.0,,,,,,,,,,,
1010651,"['floral','green','metallic','herbal','balsam']",false,floral green metallic herbal balsam,100.0,,,,,,,,,,,
1010652,"['floral','green','metallic','herbal','balsamic']",true,floral green metallic herbal balsam,100.0,,,,216.0,,,100.0,,"Luebke, William tgsc",1995,"Bedoukian Research, Inc."
1010661,['fatty'],false,fatty,,,,,,,,,,,,
1010731,"['herbal','rosemary','sage','camphoreous']",true,rosemary sage herbal camphor,100.0,,,,6.0,,,100.0,,"Luebke, William tgsc",1983,International Flavors & Fragrances Inc.
1010781,"['musk','animal','natural']",true,animal musk natural,100.0,,,,,,,,,,,
1010791,"['spicy','sweet','warm','woody','floral','sassafrass','anise']",true,sweet warm spicy woody floral sassafrass anise,10.0,dipropylene glycol,medium,10.0,44.0,,,100.0,,"Luebke, William tgsc",1982,Berje Inc.
1010801,['spicy'],true,spicy,100.0,,,,,,,,,,,
1010851,"['woody','sweet','oily','sandalwood','creamy']",true,sweet oily sandalwood woody,100.0,,,,400.0,,,100.0,,,,
1010901,"['floral','hawthorn','anisic','powdery']",true,powerful hawthorn,10.0,dipropylene glycol,,,,,,,,,,
1010911,"['woody','clean','sandalwood','balsamic']",true,woody clean sandalwood balsam,100.0,,,,400.0,,,100.0,,"Luebke, William tgsc",1989,Takasago International Corp
1010913,"['woody','clean','sandalwood','balsamic']",true,woody clean sandalwood balsam,100.0,,,,400.0,,,100.0,,"Luebke, William tgsc",1989,Takasago International Corp
1010921,,true,like the butyrate,100.0,,,,,,,,,,,
1010951,"['fruity','sweet','apricot','tangerine']",true,sweet fruity apricot tangerine,100.0,,,,,,,,,,,
1010991,"['floral','sweet','fresh','berry','rose']",true,sweet floral fresh berry rose,100.0,,,,16.0,,,100.0,,"Luebke, William tgsc",1988,"Bedoukian Research, Inc."
1011001,"['herbal','parsley']",true,parsley faint,100.0,,,,,,,,,,,
1011021,['costus'],false,costus,,,,,,,,,,,,
1011051,"['spicy','sweet','cinnamon','cassia']",true,sweet cinnamon spicy cassia,100.0,,,,240.0,,,100.0,,"Luebke, William tgsc",1985,Berje Inc.
1011051,"['spicy','cinnamon','sweet','warm','balsamic']",true,"Spice, cinnamon, sweet, with warm balsamic nuances",,,,,,,,,,"Mosciano, Gerard P&F 15, No. 3, 51",1990,
1011071,"['green','fresh','fatty','aldehydic','grassy','leafy','fruity','sweaty']",true,fresh green fatty aldehydic grass leafy fruity sweaty,1.0,dipropylene glycol,high,1.0,4.0,,,100.0,,"Luebke, William tgsc",1982,Givaudan Corporation
1011071,"['green','fatty','leafy','vegetable','fruity','clean','woody']",true,"Green, fatty, leafy, vegetative, fruity and clean with a woody nuance",2.0,,,,,,,,,"Mosciano, Gerard P&F 22, No. 6, 41",1997,
1011091,"['green','leafy','gardenia','rhubarb','musty']",false,green leafy gardenia rhubarb musty,10.0,dipropylene glycol,medium,10.0,,,,,,,,
1011092,"['green','leafy','gardenia','rhubarb','musty']",true,green leafy gardenia rhubarb musty,10.0,dipropylene glycol,medium,10.0,8.0,,,100.0,,"Luebke, William tgsc",1982,Givaudan Corporation
1011092,"['green','fruity','musty','seedy','berry']",true,"Green, fruity and musty with seedy, berry nuances",,,,,,,,,,"Mosciano, Gerard P&F 22, No. 2, 69",1997,
1011131,"['spicy','clove','blossom','carnation','woody']",false,spicy clove blossom carnation woody,100.0,,,,,,,,,,,
1011132,"['spicy','clove','floral','carnation','woody']",true,spicy clove blossom carnation woody,100.0,,,,240.0,,,100.0,,"Luebke, William tgsc",1988,Elan Inc.
1011151,"['herbal','fruity','woody','jasmin','oily','basil']",true,fruity herbal woody jasmin oily basil,100.0,,,,144.0,,,100.0,,"Luebke, William tgsc",1985,"Chem-Fleur, Inc."
1011171,"['chocolate','sweet','honey','cocoa','balsamic','castoreum','animal']",true,sweet honey cocoa balsam chocolate castoreum animal,10.0,dipropylene glycol,medium,10.0,172.0,,,100.0,,"Luebke, William tgsc",1985,Elan Inc.
1011171,"['chocolate','sweet','honey','rose','floral']",true,"Sweet, Honey, chocolate with a rosy floral nuance",1.0,,,,,,,,,"Mosciano, Gerard P&F 25, No. 4, 71",2000,
1011221,"['herbal','honey','minty','berry']",true,herbal honey mint berry,100.0,,,,,,,,,,,
1011251,"['pine','terpene','lilac','citrus','woody','floral']",false,pine terpene lilac citrus woody floral,100.0,,,,,,,,,,,
1011252,"['terpenic','pine','lilac','citrus','woody','floral']",true,pine terpene lilac citrus woody floral,100.0,,,,20.0,,,100.0,,,,
1011252,"['terpenic','pine','woody','resinous','cooling','lemon','lime','citrus','floral']",true,"Pine-like, woody and resinous with a slight cooling lemon and lime citrus nuance, and a floral dry out",1.0,ethyl alcohol,,,,,,,,"Mosciano, Gerard P&F 22, No. 4, 75",1997,
1011271,"['herbal','bergamot','lavender','lime','citrus']",false,herbal bergamot lavender lime citrus,100.0,,,,,,,,,,,
1011272,"['herbal','bergamot','lavender','lime','citrus']",true,herbal bergamot lavender lime citrus,100.0,,,,20.0,,,100.0,,"Luebke, William tgsc",1981,Berje Inc.
1011272,"['herbal','citrus','spicy','woody','floral','waxy','clean']",true,"Herbal, citrus, spicy, woody, floral, waxy and clean",,,,,,,,,,"Mosciano, Gerard P&F 22, No. 4, 75",1997,
1011291,"['herbal','green','old','wood','citrus','geranium','tropical']",false,herbal green old wood citrus geranium tropical,100.0,,,,,,,,,,,
1011292,"['green','herbal','woody old wood','citrus','geranium','tropical']",true,herbal green old wood citrus geranium tropical,100.0,,,,32.0,,,100.0,,"Luebke, William tgsc",1984,Elan Inc.
1011292,"['green','woody','citrus','sweet','tropical']",true,"Green, woody, citrus, with sweet tropical nuances",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 3, 79",1991,
1011301,"['musk','woody','powdery','creamy','warm']",true,woody musk powdery creamy warm,10.0,dipropylene glycol,,,,,,,,,,
1011311,"['floral','lily','bois','de','rose','woody','lilac','tea','oily']",false,floral lily bois de rose woody lilac tea oily,100.0,,,,,,,,,,,
1011312,"['floral','lily','bois de rose','woody','lilac','tea','oily']",true,floral lily bois de rose woody lilac tea oily,100.0,,,,12.0,,,100.0,,"Luebke, William tgsc",1986,Berje Inc.
1011312,"['floral','bois de rose','fatty','citrus rind','tea']",true,Floral linalool-like with a fatty citrus rind and tea like nuance,1.0,,,,,,,,,"Mosciano, Gerard P&F 25, No. 6, 26",2000,
1011431,"['aldehydic','musk','woody','floral','fruity','minty','clean']",true,"aldehydic, musky, woody, floral, fruity, minty, and clean notes",10.0,dipropylene glycol,,,,,,,,,,
1011471,"['green','grassy','weedy','floral','earthy','aldehydic','hay','leafy']",true,grassy green weedy floral earthy aldehydic hay straw leaf,10.0,dipropylene glycol,medium,10.0,16.0,,,100.0,,"Luebke, William tgsc",1983,Alpine Aromatics
1011471,"['green','floral','herbal','cooling','camphoreous','woody','melon','berry']",true,"Green, floral, herbal, cooling, camphoreous, woody, melon and berry",5.0,,,,,,,,,"Mosciano, Gerard P&F 23, No. 5, 49",1998,
1011491,"['green','violet leaf','floral','violet','greasy','tropical','fruity','chicken coup']",true,green violet leaf floral violet greasy tropical fruity chicken coup,1.0,dipropylene glycol,high,1.0,24.0,,,100.0,,"Luebke, William tgsc",2016,Firmenich Inc.
1011531,"['camphoreous','pine','woody','dry','rooty','sweet','lemon']",true,camphor borneol pine woody dry sweet lemon,100.0,,,,12.0,,,100.0,,"Luebke, William tgsc",1989,CA Aromatics Company Inc.
1011551,"['spicy','sweet','woody','clove','dry']",true,sweet woody spice clove dry,100.0,,,,44.0,,,100.0,,,,
1011551,"['spicy','woody','terpenic']",true,"Spicy, woody and terpenic",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 4, 33",1992,
1011561,"['fruity','sweet','woody','winey','creamy','spicy','cumin','curry']",true,"strong and complex with fruity and sweet combination, woody winey, creamy, and spicy with cumin curry notes",10.0,dipropylene glycol,,,,,,,,,,
1011571,"['balsamic','pine','woody','camphoreous','peppery']",true,pine woody camphor,10.0,dipropylene glycol,medium,10.0,16.0,,,100.0,,"Luebke, William tgsc",1989,CA Aromatics Company Inc.
1011591,"['fruity','almond bitter almond','nutty']",true,bitter almond,100.0,,,,,,,,,,,
1011601,"['balsamic','vanilla','medicinal','camphoreous']",true,balsamic vanilla medicinal camphoreous,10.0,dipropylene glycol,,,,,,,,,,
1011631,"['fresh','floral','woody','natural','deep','lavender']",false,fresh floral woody natural deep lavender,100.0,,,,,,,,,,,
1011632,"['floral','fresh','woody','natural','lavender']",true,fresh floral woody natural deep lavender,100.0,,,,16.0,,,100.0,,"Luebke, William tgsc",1999,CA Aromatics Company Inc.
1011651,"['smoky','burnt','earthy','green','caramellic']",true,smoky burnt earthy green caramel,0.1,propylene glycol,,,,,,,,,,
1011671,"['fruity','pineapple','tropical']",true,powerful fruity pineapple tropical,100.0,,,,,,,,,,,
1011711,"['sweet','vanilla','creamy','chocolate']",false,sweet vanilla creamy chocolate,10.0,dipropylene glycol,medium,10.0,,,,,,,,
1011712,"['vanilla','sweet','creamy','chocolate']",true,sweet vanilla creamy chocolate,10.0,dipropylene glycol,medium,10.0,400.0,,,20.0,dipropylene glycol,"Luebke, William tgsc",1981,Berje Inc.
1011712,"['vanilla','sweet','creamy','phenolic']",true,"Sweet, vanilla, vanillin, creamy and phenolic",,,,,,,,,,"Mosciano, Gerard P&F 21, No. 1, 33",1996,
1011771,"['fruity','apricot','herbal','sage']",true,mild fruity apricot herbal sage,100.0,,,,,,,,,,,
1011781,"['fruity','berry','fruit dried fruit','herbal','aldehydic','minty','plum','raisin','fig','woody']",true,fruity berry dried fruit herbal aldehydic minty plum raisin fig woody,100.0,,,,133.0,,,100.0,,"Luebke, William tgsc",2021,Alfrebro LLC/ Archer Daniels Midland Company
1011781,"['fruity','berry','woody','herbal','minty']",true,"Fruity, berry, woody with a herbal and minty nuance",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 4, 33",1992,
1011791,"['floral','sweet','rose','leathery']",true,sweet rose leather rhodinol,100.0,,,,48.0,,,100.0,,"Luebke, William tgsc",1988,"Bedoukian Research, Inc."
1011801,"['floral','balsamic','herbal']",true,floral balsam herbal,100.0,,,,,,,,,,,
