CID,Molar Refractivity,Net Charge,HBD,HBA,Rt Bonds,Rings,TPSA,Hetero Atoms,Heavy Atoms,Aromatic Heavy Atoms,Melting Point (°C),Boiling Point (°C@760.00mm Hg),Vapor Pressure (mmHg@25.00 °C),Vapor Density (Air =1),Fraction Csp3,LogP,iLOGP,XLOGP3,WLOGP,MLOGP,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class: esol_class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT Class,GI Absorption,BBB Permeable,PgP Substrate,Log Kp (cm/s),Bioavailability Score,Caco2,Human Intestinal Absorption,Plasm Protein Binding,CYP1A2 Inhibitor,CYP2C19 Inhibitor,CYP2C9 Inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,Ames mutagenesis,Acute Oral Toxicity,Carcinogenicity (Binary),Carcinogenicity (Trinary),Eye Irritation,Hepatotoxicity,Androgen Receptor Binding,Aromatase Binding,Estrogen Receptor Binding,Glucocorticoid Receptor Binding,Thyroid Receptor Binding,BRCP inhibitor,BSEP inhibitor,OATP1B1 inhibitor,OATP1B3 inhibitor,OATP2B1 inhibitor,OCT1 inhibitor,OCT2 inhibitor
9502,59.95,,1,2,4,1,41.57,6,15,6,93,,,,0.22,3.019,2.67,3.20,2.83,2.87,-3.43,0.092,0,Soluble,-3.74,0.04,0,Soluble,-3.49,0.08,0,Soluble,High,1,0,-5.55,0.55,1,1,0.764,1,1,1,0,0,1,2.535,1,Non-required,0,1,1,1,1,0,1,0,0,1,1,0,0,0
9589,34.43,,,2,1,1,29.96,2,9,6,13.00 to 14.00,228.00 to 230.00,0.111,,0.14,1.284,1.28,0.43,1.28,0.13,-1.29,6.22,0.051,Very soluble,-0.63,28.6,0.24,Very soluble,-2.31,0.59,0,Soluble,High,1,0,-6.73,0.55,1,1,0.459,0,0,0,0,0,0,2.186,0,Non-required,1,1,0,0,0,0,0,0,0,1,1,0,0,0
9609,28.93,,,0,2,,25.30,1,5,0,-100,90.00 to 93.00,60.2,,1.00,1.759,1.92,1.95,1.76,1.82,-1.50,2.88,0.032,Very soluble,-2.11,0.71,0.01,Soluble,-1.48,3.01,0.03,Soluble,High,1,0,-5.47,0.55,1,1,0.535,0,0,0,0,0,0,1.566,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9625,19.73,,,2,0,,0.00,4,5,0,-159.5,-3.7,,5.7,1.00,2.17,1.56,2.44,3.01,2.03,-2.40,0.655,0.004,Soluble,-2.08,1.37,0.01,Soluble,-1.95,1.87,0.01,Soluble,Low,1,0,-5.58,0.55,1,1,0.209,0,0,0,0,0,0,0.934,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9632,16.77,,,4,1,,0.00,5,7,0,-117,,,,1.00,2.083,1.30,2.44,3.76,2.23,-2.16,0.95,0.007,Soluble,-2.08,1.13,0.01,Soluble,-1.68,2.86,0.02,Soluble,Low,1,0,-5.40,0.55,1,1,0.118,0,0,0,0,0,0,0.962,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9635,26.35,,,3,1,,0.00,8,8,0,14.2,,,,1.00,2.919,1.77,3.19,4.18,2.78,-2.95,0.212,0.001,Soluble,-2.86,0.26,0,Soluble,-2.67,0.41,0,Soluble,Low,1,0,-5.18,0.55,1,1,0.102,0,0,0,0,0,0,1.123,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9639,31.90,,,14,5,,0.00,14,20,0,-88,-88,218,,1.00,4.652,0.00,5.07,10.54,4.76,-4.80,0.005,0,Moderately soluble,-4.81,0.01,0,Moderately soluble,-4.05,0.03,0,Moderately soluble,Low,0,0,-4.76,0.55,1,1,0.078,0,1,1,0,0,0,1.675,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9649,114.04,1,,5,2,7,51.24,6,29,6,178,633.74,,,0.61,2.11,3.16,0.98,1.35,2.04,-2.92,0.47,0.001,Soluble,-1.64,8.95,0.02,Very soluble,-3.61,0.1,0,Soluble,High,1,0,-8.01,0.55,1,1,0.719,0,0,0,1,0,0,4.195,0,Non-required,0,0,1,1,1,1,0,0,1,1,1,0,1,1
9738,45.27,,2,4,4,,50.94,5,11,0,65,,,,1.00,2.06,2.02,1.05,2.48,0.98,-1.37,7.83,0.043,Very soluble,-1.71,3.55,0.02,Very soluble,-1.93,2.16,0.01,Soluble,High,1,0,-6.67,0.55,0,1,0.16,0,0,0,0,0,0,2.703,1,Non-required,0,0,0,1,0,0,0,0,0,1,1,0,0,0
9775,21.60,,,4,1,,0.00,6,8,0,-56.6,,,,1.00,2.65,1.56,2.91,4.33,2.60,-2.67,0.368,0.002,Soluble,-2.57,0.46,0,Soluble,-2.32,0.82,0,Soluble,Low,0,0,-5.28,0.55,1,1,0.106,0,0,0,0,0,0,0.682,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9782,101.96,,3,6,2,4,94.83,6,28,0,232,568.23,,,0.73,1.896,2.23,1.94,2.32,1.62,-3.36,0.17,0,Soluble,-3.56,0.11,0,Soluble,-2.80,0.63,0,Soluble,High,0,1,-7.32,0.55,1,1,1.057,0,0,0,0,0,0,2.486,0,Non-required,0,0,1,1,1,1,1,0,1,1,1,0,0,0
9862,40.30,,,1,3,,17.07,1,9,0,-67.00 to -68.00,173.10  ,1.277,,0.62,2.322,2.23,1.88,2.32,1.97,-1.61,3.11,0.025,Very soluble,-1.86,1.74,0.01,Very soluble,-1.85,1.79,0.01,Soluble,High,1,0,-5.73,0.55,1,1,0.395,0,0,0,0,0,0,1.569,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
9895,47.54,,,1,1,1,17.07,1,11,0,,211.00 to 212.00,0.176,,0.70,2.712,2.23,2.43,2.71,2.20,-2.25,0.859,0.006,Soluble,-2.43,0.56,0,Soluble,-2.60,0.38,0,Soluble,High,1,0,-5.50,0.55,1,1,0.779,0,0,0,0,0,0,0.974,0,Non-required,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10005,20.58,,2,2,0,,88.19,4,6,0,211,229.00 to 230.00,0.068,,0.00,-1.049,0.32,-1.15,-1.26,-1.51,0.36,194,2.31,Highly soluble,-0.21,51.9,0.62,Very soluble,0.77,494,5.87,Soluble,High,0,0,-7.63,0.55,0,1,0.093,0,0,0,0,0,0,2.753,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10015,64.80,,,1,10,,17.07,1,14,0,33,261.00 to 264.00,0.012,,0.92,4.496,3.52,4.85,4.50,3.54,-3.47,0.068,0,Soluble,-4.94,0,0,Moderately soluble,-4.66,0,0,Moderately soluble,High,1,0,-4.07,0.55,1,1,0.608,1,0,0,0,0,0,1.533,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10106,47.12,,,1,1,2,9.23,1,11,0,-46,172.00 to 174.00,1.93,,1.00,2.744,2.67,2.97,2.74,2.45,-2.60,0.386,0.003,Soluble,-2.83,0.23,0,Soluble,-2.45,0.55,0,Soluble,High,1,0,-5.13,0.55,1,1,0.499,0,0,0,0,0,0,1.448,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10112,6.77,,,3,0,,63.19,,5,0,800,,,,0.00,,0.00,-0.13,-2.45,-1.60,-0.38,41.9,0.418,Very soluble,-0.74,18.1,0.18,Very soluble,1.49,3090,30.8,Soluble,Low,0,0,-7.00,0.55,0,1,0.529,0,0,0,0,0,0,3.415,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10123,68.78,,,0,1,2,0.00,0,15,0,,270,0.012,,0.73,4.725,3.31,5.20,4.73,4.63,-4.32,0.01,0,Moderately soluble,-4.95,0,0,Moderately soluble,-3.55,0.06,0,Soluble,Low,0,0,-3.85,0.55,1,1,1.326,0,1,1,0,0,0,3.053,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,1,0
10178,70.41,,,8,5,1,186.52,,20,6,130-132,,,,0.14,1.64,-0.05,1.69,1.04,-1.48,-2.58,0.761,0.003,Soluble,-5.22,0,0,Moderately soluble,0.36,662,2.31,Soluble,Low,0,0,-6.85,0.55,1,1,0.649,0,1,1,0,0,1,1.674,0,Non-required,1,0,1,0,1,1,1,0,0,1,1,0,0,0
10204,85.36,,1,2,0,4,37.30,2,21,0,,,,,0.84,3.879,2.92,3.32,3.88,3.59,-3.72,0.055,0,Soluble,-3.78,0.05,0,Soluble,-3.48,0.09,0,Soluble,High,1,0,-5.70,0.55,1,1,0.87,0,0,0,0,0,0,3.185,0,Warning,0,0,1,1,1,1,1,0,1,1,1,0,1,1
10223,69.04,,,0,1,2,0.00,0,15,0,,279.00 to 280.00,0.007,,0.73,4.725,3.32,3.80,4.73,4.63,-3.43,0.075,0,Soluble,-3.49,0.07,0,Soluble,-3.52,0.06,0,Soluble,Low,0,0,-4.85,0.55,1,1,0.699,0,1,1,0,0,0,2.459,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,1,0
10224,68.07,,,0,1,2,0.00,0,15,6,,285.00 to 286.00,0.005,,0.60,4.632,3.19,5.12,4.63,5.45,-4.55,0.006,0,Moderately soluble,-4.86,0,0,Moderately soluble,-4.65,0,0,Moderately soluble,Low,0,0,-3.90,0.55,1,1,0.978,0,0,0,1,0,0,2.602,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,1,0
10228,72.70,,,3,3,2,39.44,3,18,10,82.00 to 84.00,396.00 to 397.00,0.000001,,0.27,3.31,2.93,3.81,3.31,2.63,-3.97,0.026,0,Soluble,-4.33,0.01,0,Moderately soluble,-5.01,0,0,Moderately soluble,High,1,0,-5.09,0.55,1,1,0.748,1,1,1,0,0,0,1.706,0,Non-required,1,1,1,1,1,1,0,1,1,1,1,0,0,0
10231,59.59,,,4,4,2,36.92,4,16,6,28.00 to 29.00,285.00 to 292.00,0.006,,0.33,2.161,2.82,2.75,2.16,1.40,-2.96,0.242,0.001,Soluble,-3.18,0.15,0,Soluble,-3.26,0.12,0,Soluble,High,1,0,-5.70,0.55,1,1,0.863,1,0,0,0,0,0,1.649,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10248,60.02,,,3,5,1,27.69,3,15,6,,152.00 to 156.00 @ 17.00 mm Hg,0.007,,0.33,2.441,2.89,2.53,2.44,1.97,-2.69,0.424,0.002,Soluble,-2.76,0.36,0,Soluble,-3.64,0.05,0,Soluble,High,1,0,-5.77,0.55,1,1,0.84,1,0,0,0,0,0,1.706,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10282,48.76,,1,1,1,1,20.23,1,11,0,,222.00 to 223.00,0.02,,0.80,2.36,2.57,2.13,2.36,2.30,-2.07,1.31,0.008,Soluble,-2.19,1,0.01,Soluble,-1.46,5.4,0.04,Soluble,High,1,0,-5.73,0.55,1,1,0.853,0,0,0,0,0,0,1.866,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10285,46.71,,,1,0,2,12.89,1,11,10,9.00  ,264.00 ,0.018,,0.10,2.543,1.97,2.61,2.54,2.15,-3.04,0.129,0.001,Soluble,-2.53,0.42,0,Soluble,-4.06,0.01,0,Moderately soluble,High,1,0,-5.32,0.55,1,1,0.795,1,0,0,0,0,1,2.114,0,Non-required,1,1,0,0,0,0,0,0,0,1,1,0,0,0
10315,46.25,,,1,3,1,17.07,1,11,6,11.00 to 13.00,222.00 to 229.00,0.073,,0.30,2.669,2.13,2.77,2.67,2.40,-2.71,0.289,0.002,Soluble,-2.78,0.24,0,Soluble,-3.52,0.04,0,Soluble,High,1,0,-5.24,0.55,1,1,0.85,1,0,0,0,0,0,1.663,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10322,38.63,,1,3,1,2,38.69,3,11,6,55.00 to 56.00,282.21 ,0.002,,0.25,0.908,1.94,1.05,0.76,0.61,-1.78,2.51,0.017,Very soluble,-1.45,5.36,0.04,Very soluble,-1.96,1.66,0.01,Soluble,High,1,0,-6.48,0.55,1,1,0.656,0,0,0,0,0,0,1.315,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10326,39.07,,,0,0,2,0.00,0,9,6,-51.4,,,,0.33,2.175,2.09,3.18,2.18,3.78,-3.07,0.101,0.001,Soluble,-2.85,0.17,0,Soluble,-3.17,0.08,0,Soluble,Low,0,0,-4.76,0.55,1,1,0.696,0,0,0,0,0,0,1.972,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10335,43.36,,1,1,0,1,20.23,1,10,6,72.00  ,232,0.04,,0.33,2.317,2.04,2.60,2.32,2.46,-2.77,0.233,0.002,Soluble,-2.67,0.29,0,Soluble,-2.95,0.15,0,Soluble,High,1,0,-5.28,0.55,1,1,0.978,1,0,0,0,0,0,1.578,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10336,25.87,,,1,1,,17.07,1,6,0,,117.00 to 118.00,17.107,,0.40,1.151,1.47,0.92,1.15,0.90,-0.88,11.2,0.133,Very soluble,-0.86,11.5,0.14,Very soluble,-0.58,22,0.26,Soluble,High,1,0,-6.16,0.55,1,1,0.685,0,0,0,0,0,1,1.432,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10340,6.77,,,3,0,,63.19,,6,0,851,,,,0.00,,0.00,-0.13,-2.45,-1.60,-0.42,40.7,0.384,Very soluble,-0.74,19.1,0.18,Very soluble,1.49,3270,30.8,Soluble,Low,0,0,-7.04,0.55,0,1,0.397,0,0,0,0,0,0,3.122,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10341,20.04,,,2,0,1,26.30,2,6,0,4.00 to 5.00,214,0.273,,0.25,0.099,1.10,-0.60,0.10,-0.01,0.02,87.4,1.04,Highly soluble,0.52,278,3.3,Highly soluble,-0.04,76.7,0.91,Soluble,High,0,0,-7.24,0.55,1,1,0.096,0,0,0,0,0,0,1.976,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10351,24.10,,,2,1,1,30.21,2,7,5,,144.00 to 145.00 @ 732.00 mm Hg,4.884,,0.00,1.092,1.16,0.51,1.09,-0.56,-1.22,5.8,0.06,Very soluble,-0.71,18.5,0.19,Very soluble,-1.47,3.23,0.03,Soluble,High,1,0,-6.52,0.55,1,1,0.358,0,0,0,0,0,0,1.943,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10353,49.27,,1,1,1,1,20.23,1,11,0,32.00 to 35.00,205.00 to 208.00,0.039,5.4,1.00,2.584,2.54,2.78,2.58,2.45,-2.49,0.501,0.003,Soluble,-2.86,0.22,0,Soluble,-1.71,3.07,0.02,Soluble,High,1,0,-5.28,0.55,1,1,0.457,0,0,0,0,0,0,2.894,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10362,48.27,,,1,1,1,17.07,1,11,0,,108.00 to 109.00,0.116,,0.90,2.648,2.39,2.74,2.65,2.30,-2.46,0.539,0.004,Soluble,-2.75,0.27,0,Soluble,-2.17,1.05,0.01,Soluble,High,1,0,-5.30,0.55,1,1,0.735,0,0,0,0,0,0,2.235,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10363,47.80,,,1,1,1,17.07,1,11,0,,232.00 to 233.00,0.203,,0.70,2.568,2.37,2.14,2.57,2.20,-2.07,1.31,0.009,Soluble,-2.13,1.13,0.01,Soluble,-2.15,1.08,0.01,Soluble,High,1,0,-5.71,0.55,1,1,0.756,0,0,0,0,0,0,1.917,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10364,48.01,,1,1,1,1,20.23,1,11,6,1.00 to 3.00,237.7,0.03,,0.40,2.824,2.24,3.49,2.82,2.76,-3.31,0.074,0,Soluble,-3.60,0.04,0,Soluble,-3.01,0.15,0,Soluble,High,1,0,-4.74,0.55,1,1,0.948,1,0,0,0,0,0,2.531,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10393,39.40,,2,2,2,1,40.46,2,10,6,89.00 to 92.00,308.00 to 311.00,0.001,,0.25,0.927,1.40,0.43,0.93,1.21,-1.28,7.26,0.053,Very soluble,-0.85,19.6,0.14,Very soluble,-2.03,1.3,0.01,Soluble,High,1,0,-6.84,0.55,1,1,0.493,0,0,0,0,0,0,2.339,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10396,87.81,,,2,13,1,26.30,2,20,0,36.00 to 40.00,374.00 to 375.00,0.000007,,0.94,5.783,4.41,7.05,5.78,4.28,-5.17,0.002,0,Moderately soluble,-7.42,0,0,Poorly soluble,-6.03,0,0,Poorly soluble,High,1,0,-3.02,0.55,1,1,0.651,1,0,1,0,0,0,1.895,0,Non-required,1,0,0,0,0,0,1,0,0,1,1,0,0,0
10402,51.48,-1,1,2,5,,37.30,2,12,0,257,126.00 @ 4.00 mm Hg,0.005,,0.70,2.844,2.28,3.02,2.84,2.47,-2.47,0.579,0.003,Soluble,-3.47,0.06,0,Soluble,-1.76,2.94,0.02,Soluble,High,1,0,-5.19,0.85,1,1,0.752,0,0,0,0,0,0,2.05,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10408,88.84,,,1,12,,17.07,1,19,0,,316.00 to 317.00,0.0004,>1,0.94,6.015,4.39,6.95,6.01,4.79,-5.09,0.002,0,Moderately soluble,-7.12,0,0,Poorly soluble,-5.55,0,0,Moderately soluble,High,0,1,-3.00,0.55,1,1,0.784,0,0,1,0,0,0,1.944,0,Non-required,1,0,0,0,0,0,1,0,0,1,1,0,0,0
10409,72.30,,,1,0,1,17.07,1,16,0,63.00 to 65.00,120.00 @ 0.10 mm Hg,0.000099,,0.93,5.031,3.03,5.81,5.03,3.67,-4.89,0.003,0,Moderately soluble,-5.94,0,0,Moderately soluble,-3.95,0.02,0,Soluble,High,1,0,-3.54,0.55,1,1,0.589,0,0,1,0,0,0,1.35,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10430,27.92,-1,1,2,2,,37.30,2,7,0,-29,175.00 to 177.00,0.554,3.5,0.80,1.117,1.35,1.16,1.12,0.89,-1.07,8.65,0.085,Very soluble,-1.54,2.96,0.03,Very soluble,-0.41,40.1,0.39,Soluble,High,1,0,-6.10,0.85,1,1,0.552,0,0,0,0,0,0,1.524,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10448,30.09,,1,1,3,,45.53,2,6,0,,89.00 to 90.00 @ 13.00 mm Hg,0.156,3.6,1.00,0.732,1.55,0.55,0.73,0.75,-0.65,23.9,0.225,Very soluble,-1.08,8.87,0.08,Very soluble,-0.95,12,0.11,Soluble,High,1,0,-6.56,0.55,1,1,0.878,0,0,0,0,0,0,1.505,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10451,34.41,,,0,0,1,50.60,2,6,0,54,195.00 to 196.00,0.602,,1.00,1.814,1.63,1.75,1.81,1.42,-1.69,2.47,0.021,Very soluble,-2.43,0.45,0,Soluble,-1.16,8.3,0.07,Soluble,High,1,0,-5.79,0.55,1,1,0.481,0,0,0,0,0,0,2.485,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10452,34.41,,,0,0,1,50.60,2,6,0,107.00 to 113.00,199.00 to 200.00,0.459,,1.00,1.466,1.63,1.30,1.47,1.42,-1.40,4.74,0.039,Very soluble,-1.96,1.31,0.01,Very soluble,-1.16,8.3,0.07,Soluble,High,1,0,-6.11,0.55,1,1,0.564,0,0,0,0,0,0,2.274,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10453,98.98,,1,1,13,,20.23,1,21,0,,303.00 to 309.00,0.000014,,0.90,6.363,4.88,7.83,6.36,5.25,-5.75,0.001,0,Moderately soluble,-8.10,0,0,Poorly soluble,-5.51,0,0,Moderately soluble,Low,0,1,-2.55,0.55,1,1,0.892,0,0,1,0,0,0,2.615,0,Non-required,1,0,0,0,0,1,1,0,0,1,1,0,0,0
10460,30.68,,,1,3,,17.07,1,7,0,,146.00 to 147.00,4.624,3.4,0.50,1.542,1.74,1.52,1.54,1.28,-1.21,6.08,0.062,Very soluble,-1.49,3.2,0.03,Very soluble,-1.03,9.1,0.09,Soluble,High,1,0,-5.82,0.55,1,1,0.837,0,0,0,0,0,1,1.608,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10475,4.97,,,1,0,,23.79,,3,0,,,,,0.00,,0.00,0.07,0.10,-1.01,-0.71,25.9,0.193,Very soluble,-0.12,101,0.75,Very soluble,0.36,306,2.29,Soluble,High,0,0,-7.07,0.55,1,1,-0.102,0,0,0,0,0,0,2.596,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10484,19.86,-1,,1,0,,55.87,2,4,0,17,88,50.41,,0.50,0.892,1.12,0.30,0.46,-0.37,-0.50,24,0.316,Very soluble,-1.04,7.01,0.09,Very soluble,-0.20,48.4,0.64,Soluble,High,0,0,-6.55,0.55,1,1,-0.006,0,0,0,0,0,0,1.736,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10550,46.86,,1,1,1,2,20.23,1,11,0,28.00 to 29.00,99.00 to 100.00 @ 12.00 mm Hg,0.047,,1.00,2.049,2.54,2.55,2.05,2.45,-2.34,0.71,0.005,Soluble,-2.62,0.37,0,Soluble,-1.46,5.4,0.04,Soluble,High,1,0,-5.43,0.55,0,1,1.071,0,0,0,0,0,0,2.517,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10558,29.27,,,0,1,,38.80,1,5,0,-70,88.5,74.122002,3.1,1.00,1.572,1.84,1.85,1.57,1.82,-1.50,2.86,0.032,Very soluble,-2.29,0.47,0.01,Soluble,-1.12,6.83,0.08,Soluble,High,1,0,-5.54,0.55,0,1,0.484,0,0,0,0,0,0,0.511,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10560,29.27,,,0,1,,38.80,1,5,0,-165,84.60 to 85.20,80.7,,1.00,1.715,1.83,1.84,1.71,1.82,-1.49,2.9,0.032,Very soluble,-2.28,0.48,0.01,Soluble,-1.12,6.83,0.08,Soluble,High,1,0,-5.54,0.55,1,1,0.683,0,0,0,0,0,0,2.065,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10563,6.77,,,3,0,,63.19,,5,0,1380 (decomposes),,,,0.00,,0.00,-0.13,-2.45,-1.60,-0.98,20.6,0.104,Very soluble,-0.74,35.6,0.18,Very soluble,1.49,6080,30.8,Soluble,Low,0,0,-7.60,0.55,0,1,0.487,0,0,0,0,0,0,3.305,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10569,92.22,-1,1,2,2,3,37.30,2,22,0,139.00 to 142.00,434.00 to 437.00,,,0.75,5.206,3.19,4.78,5.21,4.54,-4.59,0.008,0,Moderately soluble,-5.29,0,0,Moderately soluble,-3.74,0.05,0,Soluble,High,1,0,-4.75,0.85,1,1,0.957,0,1,1,0,0,0,2.138,0,Non-required,0,0,0,0,0,1,1,0,1,0,0,0,0,1
10582,46.38,,1,1,1,3,20.23,1,11,0,,221.00 to 222.00,0.018,,0.80,1.971,2.34,3.22,1.97,2.30,-2.75,0.273,0.002,Soluble,-3.32,0.07,0,Soluble,-1.69,3.14,0.02,Soluble,High,1,0,-4.94,0.55,1,1,0.659,0,0,0,0,0,0,2.26,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,1,0
10586,72.36,,1,1,4,1,20.23,1,16,0,,314.00 to 315.00,0.00004,,0.73,4.23,3.46,3.79,4.23,3.56,-3.34,0.101,0,Soluble,-3.91,0.03,0,Soluble,-3.00,0.22,0,Soluble,High,1,0,-4.97,0.55,1,1,0.864,0,0,1,0,0,0,2.723,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10589,11.39,,,4,1,,80.26,,7,0,,,,,0.00,,0.00,-0.25,-3.52,-1.51,-0.51,44.6,0.31,Very soluble,-0.98,15.2,0.11,Very soluble,1.47,4250,29.5,Soluble,Low,0,0,-7.36,0.55,0,1,0.408,0,0,0,0,0,0,2.149,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10657,69.04,,,0,1,2,0.00,0,15,0,,273.00 to 276.00,0.011,,0.73,4.581,3.37,4.00,4.58,4.63,-3.56,0.056,0,Soluble,-3.70,0.04,0,Soluble,-3.07,0.17,0,Soluble,Low,0,0,-4.71,0.55,1,1,0.83,0,1,1,0,0,0,1.399,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,1,0
10659,59.59,,,4,4,2,36.92,4,16,6,29.00 to 30.00,294.00 to 295.00,0.003,,0.33,2.161,2.85,2.75,2.16,1.40,-2.96,0.242,0.001,Soluble,-3.18,0.15,0,Soluble,-3.26,0.12,0,Soluble,High,1,0,-5.70,0.55,1,1,0.877,1,0,0,0,0,0,2.246,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10660,131.25,1,1,5,6,2,85.15,2,33,21,102-107,,,,0.29,3.354,3.54,3.88,2.64,2.30,-5.27,0.003,0,Moderately soluble,-5.37,0,0,Moderately soluble,-5.63,0,0,Moderately soluble,High,0,0,-6.41,0.55,1,1,0.887,0,0,1,0,1,0,2.92,0,Non-required,0,0,0,1,0,0,1,0,0,1,1,0,0,1
10667,44.81,,,2,0,2,34.14,2,12,6,145- 147,,,,0.00,1.465,1.33,1.49,1.36,0.91,-2.13,1.17,0.007,Soluble,-1.81,2.43,0.02,Very soluble,-2.80,0.25,0,Soluble,High,1,0,-6.21,0.55,1,1,0.85,1,0,0,0,0,1,1.641,0,Non-required,1,1,0,0,0,0,0,0,0,1,1,0,0,0
10687,38.40,,1,1,0,1,20.23,1,9,6,72.00 to 76.00,216.00 to 218.00,0.093,4.23,0.25,2.009,1.80,2.48,2.01,2.14,-2.65,0.272,0.002,Soluble,-2.55,0.35,0,Soluble,-2.55,0.34,0,Soluble,High,1,0,-5.28,0.55,1,1,0.997,1,0,0,0,0,0,2.097,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10692,73.19,,10,14,10,,282.56,,27,0,155-157,673.00 to 674.00,,,0.83,,-43.75,-6.73,-9.66,-5.66,2.25,80000,176,Highly soluble,1.50,14300,31.5,Highly soluble,3.02,472000,1040,Soluble,Low,0,1,-13.85,0.17,0,0,0.283,0,0,0,0,0,0,2.36,0,Non-required,0,0,0,0,0,1,0,0,0,1,1,0,0,0
10698,43.36,,1,1,0,1,20.23,1,10,6,73.00 to 74.00,220.00 ,0.1,,0.33,2.317,2.12,2.73,2.32,2.46,-2.85,0.193,0.001,Soluble,-2.81,0.21,0,Soluble,-2.95,0.15,0,Soluble,High,1,0,-5.19,0.55,1,1,0.799,1,0,0,0,0,0,2.105,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10722,36.80,,,1,1,1,17.07,1,9,6,<25,200.00 to 201.00,0.397,,0.12,1.808,1.63,2.26,1.81,1.78,-2.44,0.44,0.004,Soluble,-2.25,0.67,0.01,Soluble,-2.68,0.25,0,Soluble,High,1,0,-5.43,0.55,1,1,0.656,1,0,0,0,0,0,1.739,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
10748,48.98,,,3,1,2,39.44,3,13,10,117.00 to 121.00,334.00 to 335.00,0.000121,,0.10,1.802,2.06,1.74,1.80,1.34,-2.53,0.518,0.003,Soluble,-2.19,1.15,0.01,Soluble,-3.74,0.03,0,Soluble,High,1,0,-6.14,0.55,1,1,1.034,1,0,0,0,0,0,1.707,0,Warning,1,0,1,1,0,1,0,0,0,1,1,0,0,0
